d,two_theta,intensity,h,k,l,mult,phase,id
2.3533,38.213,0.04,6,1,1,4,Pb5O4(CrO4),96-153-4030
2.3284,38.6383,12.3,0,4,3,4,Pb5O4(CrO4),96-153-4030
2.323,38.732,16.37,0,3,4,4,Pb5O4(CrO4),96-153-4030
2.3203,38.7785,0.06,5,1,-3,4,Pb5O4(CrO4),96-153-4030
2.314,38.8882,2.59,5,3,-1,4,Pb5O4(CrO4),96-153-4030
2.3118,38.9274,0,3,4,-2,4,Pb5O4(CrO4),96-153-4030
2.31,38.9576,0.88,-3,2,4,4,Pb5O4(CrO4),96-153-4030
2.3068,39.0141,0.1,1,5,0,4,Pb5O4(CrO4),96-153-4030
2.3037,39.069,0.29,-1,4,3,4,Pb5O4(CrO4),96-153-4030
2.3017,39.1038,0.06,5,3,1,4,Pb5O4(CrO4),96-153-4030
2.2997,39.1403,0.08,-1,3,4,4,Pb5O4(CrO4),96-153-4030
2.2986,39.1591,10.94,4,0,-4,2,Pb5O4(CrO4),96-153-4030
2.2971,39.1858,0,3,4,2,4,Pb5O4(CrO4),96-153-4030
2.2964,39.1979,0.35,1,4,3,4,Pb5O4(CrO4),96-153-4030
2.2912,39.2908,0.05,4,4,0,4,Pb5O4(CrO4),96-153-4030
2.29,39.3119,0.01,1,3,4,4,Pb5O4(CrO4),96-153-4030
2.2893,39.3247,8.29,0,5,1,4,Pb5O4(CrO4),96-153-4030
2.2838,39.4238,1.06,5,1,3,4,Pb5O4(CrO4),96-153-4030
2.2821,39.4541,7.81,6,0,-2,2,Pb5O4(CrO4),96-153-4030
2.2811,39.4725,1.97,3,2,4,4,Pb5O4(CrO4),96-153-4030
2.2718,39.6403,10.02,0,1,5,4,Pb5O4(CrO4),96-153-4030
2.2709,39.6572,4.01,6,2,0,4,Pb5O4(CrO4),96-153-4030
2.2635,39.7915,0.38,-1,5,1,4,Pb5O4(CrO4),96-153-4030
2.2612,39.8339,0.14,1,5,1,4,Pb5O4(CrO4),96-153-4030
2.2608,39.8416,10.96,4,0,4,2,Pb5O4(CrO4),96-153-4030
2.2553,39.9422,1.96,4,1,-4,4,Pb5O4(CrO4),96-153-4030
2.2542,39.9637,7.53,6,0,2,2,Pb5O4(CrO4),96-153-4030
2.2522,40.0004,5.81,4,4,-1,4,Pb5O4(CrO4),96-153-4030
2.2511,40.0197,0.21,-1,1,5,4,Pb5O4(CrO4),96-153-4030
2.2431,40.1689,3.1,4,4,1,4,Pb5O4(CrO4),96-153-4030
2.2398,40.2302,0.08,1,1,5,4,Pb5O4(CrO4),96-153-4030
2.2397,40.2324,7.01,6,1,-2,4,Pb5O4(CrO4),96-153-4030
2.2351,40.3195,0.05,6,2,-1,4,Pb5O4(CrO4),96-153-4030
2.2275,40.4632,1.31,-2,4,3,4,Pb5O4(CrO4),96-153-4030
2.227,40.4727,0.47,2,5,0,4,Pb5O4(CrO4),96-153-4030
2.2249,40.5116,6.64,-2,3,4,4,Pb5O4(CrO4),96-153-4030
2.2218,40.5705,5.35,6,2,1,4,Pb5O4(CrO4),96-153-4030
2.2196,40.6137,2.38,4,1,4,4,Pb5O4(CrO4),96-153-4030
2.2147,40.7062,0.74,4,3,-3,4,Pb5O4(CrO4),96-153-4030
2.2144,40.7135,9.47,2,4,3,4,Pb5O4(CrO4),96-153-4030
2.2133,40.7339,8.92,6,1,2,4,Pb5O4(CrO4),96-153-4030
2.2076,40.8446,4.77,2,3,4,4,Pb5O4(CrO4),96-153-4030
2.194,41.1088,0.38,5,2,-3,4,Pb5O4(CrO4),96-153-4030
2.192,41.1483,1.78,5,3,-2,4,Pb5O4(CrO4),96-153-4030
2.1892,41.203,0.9,4,3,3,4,Pb5O4(CrO4),96-153-4030
2.189,41.2066,0,2,5,-1,4,Pb5O4(CrO4),96-153-4030
2.1848,41.2889,1.85,2,5,1,4,Pb5O4(CrO4),96-153-4030
2.1819,41.3463,1.15,-2,1,5,4,Pb5O4(CrO4),96-153-4030
2.1712,41.559,0.74,5,3,2,4,Pb5O4(CrO4),96-153-4030
2.1659,41.6672,0.01,0,5,2,4,Pb5O4(CrO4),96-153-4030
2.163,41.724,0.14,5,2,3,4,Pb5O4(CrO4),96-153-4030
2.1615,41.7553,5.34,2,1,5,4,Pb5O4(CrO4),96-153-4030
2.1529,41.9306,1.51,0,2,5,4,Pb5O4(CrO4),96-153-4030
2.145,42.0922,0.88,-1,5,2,4,Pb5O4(CrO4),96-153-4030
2.141,42.1731,0.53,1,5,2,4,Pb5O4(CrO4),96-153-4030
2.1388,42.219,7.65,4,2,-4,4,Pb5O4(CrO4),96-153-4030
2.1382,42.2312,7.63,4,4,-2,4,Pb5O4(CrO4),96-153-4030
2.1352,42.293,0.02,-1,2,5,4,Pb5O4(CrO4),96-153-4030
2.1256,42.4942,0.27,1,2,5,4,Pb5O4(CrO4),96-153-4030
2.1255,42.4963,0.07,6,2,-2,4,Pb5O4(CrO4),96-153-4030
2.1228,42.5531,6.27,4,4,2,4,Pb5O4(CrO4),96-153-4030
2.1138,42.7429,0.74,3,4,-3,4,Pb5O4(CrO4),96-153-4030
2.1128,42.7636,0.01,7,0,0,2,Pb5O4(CrO4),96-153-4030
2.1126,42.7692,1.28,-3,3,4,4,Pb5O4(CrO4),96-153-4030
2.1106,42.8119,2.03,3,5,0,4,Pb5O4(CrO4),96-153-4030
2.1083,42.8611,2.87,4,2,4,4,Pb5O4(CrO4),96-153-4030
2.1029,42.9761,0.81,6,2,2,4,Pb5O4(CrO4),96-153-4030
2.097,43.1015,1.23,3,4,3,4,Pb5O4(CrO4),96-153-4030
2.0904,43.2465,0.01,3,3,4,4,Pb5O4(CrO4),96-153-4030
2.0869,43.3215,0.66,5,0,-4,2,Pb5O4(CrO4),96-153-4030
2.0825,43.4179,8.02,6,3,0,4,Pb5O4(CrO4),96-153-4030
2.0821,43.4258,0.01,-2,5,2,4,Pb5O4(CrO4),96-153-4030
2.0791,43.493,0.05,7,1,0,4,Pb5O4(CrO4),96-153-4030
2.079,43.4937,0.48,3,5,-1,4,Pb5O4(CrO4),96-153-4030
2.0778,43.5216,0.02,5,4,0,4,Pb5O4(CrO4),96-153-4030
2.0765,43.5487,0.5,-3,1,5,4,Pb5O4(CrO4),96-153-4030
2.0759,43.5627,4.17,-2,2,5,4,Pb5O4(CrO4),96-153-4030
2.075,43.5834,0.03,2,5,2,4,Pb5O4(CrO4),96-153-4030
2.0737,43.6118,0.55,3,5,1,4,Pb5O4(CrO4),96-153-4030
2.0609,43.8955,0.2,6,1,-3,4,Pb5O4(CrO4),96-153-4030
2.0583,43.955,0,2,2,5,4,Pb5O4(CrO4),96-153-4030
2.0556,44.015,7.95,0,4,4,4,Pb5O4(CrO4),96-153-4030
2.0548,44.0337,6.8,6,3,-1,4,Pb5O4(CrO4),96-153-4030
2.0544,44.0435,0.57,5,1,-4,4,Pb5O4(CrO4),96-153-4030
2.0524,44.0885,0.78,7,1,-1,4,Pb5O4(CrO4),96-153-4030
2.0516,44.1068,0.05,5,0,4,2,Pb5O4(CrO4),96-153-4030
2.0503,44.1363,0.17,3,1,5,4,Pb5O4(CrO4),96-153-4030
2.0494,44.1557,0.01,5,4,-1,4,Pb5O4(CrO4),96-153-4030
2.0445,44.2674,0.04,6,3,1,4,Pb5O4(CrO4),96-153-4030
2.0409,44.3501,0.41,5,4,1,4,Pb5O4(CrO4),96-153-4030
2.0404,44.3608,0.18,7,1,1,4,Pb5O4(CrO4),96-153-4030
2.0394,44.383,0.46,-1,4,4,4,Pb5O4(CrO4),96-153-4030
2.0327,44.538,0.59,1,4,4,4,Pb5O4(CrO4),96-153-4030
2.0302,44.5955,6.24,6,1,3,4,Pb5O4(CrO4),96-153-4030
2.0227,44.7695,0.24,5,3,-3,4,Pb5O4(CrO4),96-153-4030
2.0206,44.8187,1.89,5,1,4,4,Pb5O4(CrO4),96-153-4030
1.9984,45.3445,1.03,5,3,3,4,Pb5O4(CrO4),96-153-4030
1.9982,45.3501,0.98,0,5,3,4,Pb5O4(CrO4),96-153-4030
1.9958,45.4059,0,7,0,-2,2,Pb5O4(CrO4),96-153-4030
1.9904,45.5379,0.97,0,3,5,4,Pb5O4(CrO4),96-153-4030
1.9876,45.6041,0.03,3,5,-2,4,Pb5O4(CrO4),96-153-4030
1.9868,45.625,4.78,-2,4,4,4,Pb5O4(CrO4),96-153-4030
1.9867,45.6253,2.14,7,2,0,4,Pb5O4(CrO4),96-153-4030
1.9845,45.6789,0.18,-3,2,5,4,Pb5O4(CrO4),96-153-4030
1.9825,45.7286,0.09,-1,5,3,4,Pb5O4(CrO4),96-153-4030
1.9795,45.802,0,4,4,-3,4,Pb5O4(CrO4),96-153-4030
1.9792,45.808,217.15,4,3,-4,4,Pb5O4(CrO4),96-153-4030
1.9783,45.8315,0.41,3,5,2,4,Pb5O4(CrO4),96-153-4030
1.9778,45.8422,0.19,1,5,3,4,Pb5O4(CrO4),96-153-4030
1.9764,45.8774,0.26,-1,3,5,4,Pb5O4(CrO4),96-153-4030
1.9745,45.924,0.01,4,5,0,4,Pb5O4(CrO4),96-153-4030
1.9744,45.9279,0.3,2,4,4,4,Pb5O4(CrO4),96-153-4030
1.974,45.9369,0.07,7,0,2,2,Pb5O4(CrO4),96-153-4030
1.9709,46.013,4.73,6,2,-3,4,Pb5O4(CrO4),96-153-4030
1.9688,46.0661,0.3,1,3,5,4,Pb5O4(CrO4),96-153-4030
1.9687,46.068,0.31,6,3,-2,4,Pb5O4(CrO4),96-153-4030
1.9673,46.1021,1.86,7,1,-2,4,Pb5O4(CrO4),96-153-4030
1.9651,46.1557,2.27,5,2,-4,4,Pb5O4(CrO4),96-153-4030
1.9634,46.199,0.25,7,2,-1,4,Pb5O4(CrO4),96-153-4030
1.9632,46.2046,2.98,5,4,-2,4,Pb5O4(CrO4),96-153-4030
1.9616,46.2451,0.17,3,2,5,4,Pb5O4(CrO4),96-153-4030
1.9612,46.2544,0.57,4,4,3,4,Pb5O4(CrO4),96-153-4030
1.9549,46.4104,229.44,4,3,4,4,Pb5O4(CrO4),96-153-4030
1.9529,46.4615,0.66,7,2,1,4,Pb5O4(CrO4),96-153-4030
1.9507,46.5184,0.67,6,3,2,4,Pb5O4(CrO4),96-153-4030
1.9503,46.5284,1.04,-4,1,5,4,Pb5O4(CrO4),96-153-4030
1.9494,46.5509,0.05,4,5,-1,4,Pb5O4(CrO4),96-153-4030
1.9483,46.5793,3.24,5,4,2,4,Pb5O4(CrO4),96-153-4030
1.9464,46.6269,1.76,7,1,2,4,Pb5O4(CrO4),96-153-4030
1.9462,46.6322,109.52,0,6,0,2,Pb5O4(CrO4),96-153-4030
1.944,46.688,0.02,6,2,3,4,Pb5O4(CrO4),96-153-4030
1.9435,46.7002,0.16,4,5,1,4,Pb5O4(CrO4),96-153-4030
1.9355,46.9034,0.82,5,2,4,4,Pb5O4(CrO4),96-153-4030
1.9333,46.9613,3.54,-2,5,3,4,Pb5O4(CrO4),96-153-4030
1.9301,47.0449,8.43,0,0,6,2,Pb5O4(CrO4),96-153-4030
1.9295,47.0583,0.21,1,6,0,4,Pb5O4(CrO4),96-153-4030
1.9291,47.07,0.18,-2,3,5,4,Pb5O4(CrO4),96-153-4030
1.9247,47.1836,0.08,2,5,3,4,Pb5O4(CrO4),96-153-4030
1.9213,47.2715,0.04,4,1,5,4,Pb5O4(CrO4),96-153-4030
1.9193,47.3257,1.02,0,6,1,4,Pb5O4(CrO4),96-153-4030
1.918,47.3576,0.01,-1,0,6,2,Pb5O4(CrO4),96-153-4030
1.9149,47.4395,6.27,2,3,5,4,Pb5O4(CrO4),96-153-4030
1.9096,47.5785,0.01,1,0,6,2,Pb5O4(CrO4),96-153-4030
1.9055,47.6877,0.65,-3,4,4,4,Pb5O4(CrO4),96-153-4030
1.9042,47.7225,0.18,0,1,6,4,Pb5O4(CrO4),96-153-4030
1.904,47.7287,1.07,-1,6,1,4,Pb5O4(CrO4),96-153-4030
1.9026,47.7654,0.01,1,6,1,4,Pb5O4(CrO4),96-153-4030
1.8929,48.0267,0,6,0,-4,2,Pb5O4(CrO4),96-153-4030
1.8927,48.0318,0.19,-1,1,6,4,Pb5O4(CrO4),96-153-4030
1.8892,48.1264,0.11,3,4,4,4,Pb5O4(CrO4),96-153-4030
1.8885,48.1436,0.01,7,2,-2,4,Pb5O4(CrO4),96-153-4030
1.8846,48.2504,0,1,1,6,4,Pb5O4(CrO4),96-153-4030
1.8834,48.2842,6.27,6,4,0,4,Pb5O4(CrO4),96-153-4030
1.8821,48.3193,6.43,2,6,0,4,Pb5O4(CrO4),96-153-4030
1.8753,48.5042,0.87,-2,0,6,2,Pb5O4(CrO4),96-153-4030
1.8741,48.5391,1.14,4,5,-2,4,Pb5O4(CrO4),96-153-4030
1.8735,48.5562,13.33,-4,2,5,4,Pb5O4(CrO4),96-153-4030
1.87,48.6516,0.39,7,2,2,4,Pb5O4(CrO4),96-153-4030
1.8685,48.694,0.35,6,1,-4,4,Pb5O4(CrO4),96-153-4030
1.8637,48.8281,0.02,4,5,2,4,Pb5O4(CrO4),96-153-4030
1.8628,48.8519,0.07,6,4,-1,4,Pb5O4(CrO4),96-153-4030
1.8612,48.8967,0.29,6,0,4,2,Pb5O4(CrO4),96-153-4030
1.8597,48.9374,0.48,2,0,6,2,Pb5O4(CrO4),96-153-4030
1.859,48.9587,21.01,2,6,-1,4,Pb5O4(CrO4),96-153-4030
1.8576,48.9987,0.24,-3,5,3,4,Pb5O4(CrO4),96-153-4030
1.8569,49.0173,0,7,3,0,4,Pb5O4(CrO4),96-153-4030
1.8564,49.0306,0.06,2,6,1,4,Pb5O4(CrO4),96-153-4030
1.8551,49.0677,1.76,6,4,1,4,Pb5O4(CrO4),96-153-4030
1.8551,49.0681,0.02,-3,3,5,4,Pb5O4(CrO4),96-153-4030
1.8516,49.1665,0.45,-2,1,6,4,Pb5O4(CrO4),96-153-4030
1.8487,49.2483,104.62,8,0,0,2,Pb5O4(CrO4),96-153-4030
1.8478,49.2761,8.68,4,2,5,4,Pb5O4(CrO4),96-153-4030
1.8462,49.3215,0.29,3,5,3,4,Pb5O4(CrO4),96-153-4030
1.8447,49.3616,3.17,0,6,2,4,Pb5O4(CrO4),96-153-4030
1.8439,49.3846,0.04,6,3,-3,4,Pb5O4(CrO4),96-153-4030
1.8434,49.399,0.03,7,1,-3,4,Pb5O4(CrO4),96-153-4030
1.8392,49.5198,0.06,5,3,-4,4,Pb5O4(CrO4),96-153-4030
1.8388,49.532,0.2,5,4,-3,4,Pb5O4(CrO4),96-153-4030
1.838,49.5552,0.65,6,1,4,4,Pb5O4(CrO4),96-153-4030
1.8378,49.5609,0.54,7,3,-1,4,Pb5O4(CrO4),96-153-4030
1.8366,49.5955,0,2,1,6,4,Pb5O4(CrO4),96-153-4030
1.8363,49.6046,0.13,3,3,5,4,Pb5O4(CrO4),96-153-4030
1.833,49.7004,0.94,5,5,0,4,Pb5O4(CrO4),96-153-4030
1.8325,49.7133,4.66,0,2,6,4,Pb5O4(CrO4),96-153-4030
1.8318,49.7345,0.12,-1,6,2,4,Pb5O4(CrO4),96-153-4030
1.8293,49.8056,0.07,1,6,2,4,Pb5O4(CrO4),96-153-4030
1.8292,49.81,0.1,7,3,1,4,Pb5O4(CrO4),96-153-4030
1.826,49.9033,0.91,8,1,0,4,Pb5O4(CrO4),96-153-4030
1.8222,50.0135,2.17,-1,2,6,4,Pb5O4(CrO4),96-153-4030
1.8218,50.0249,6.23,6,3,3,4,Pb5O4(CrO4),96-153-4030
1.8205,50.0649,0.45,5,4,3,4,Pb5O4(CrO4),96-153-4030
1.8177,50.1453,0.91,7,1,3,4,Pb5O4(CrO4),96-153-4030
1.8177,50.1464,1.87,0,5,4,4,Pb5O4(CrO4),96-153-4030
1.8165,50.1819,0.42,5,1,-5,4,Pb5O4(CrO4),96-153-4030
1.815,50.2256,0.57,1,2,6,4,Pb5O4(CrO4),96-153-4030
1.8149,50.2295,0.22,5,3,4,4,Pb5O4(CrO4),96-153-4030
1.8144,50.2444,0.24,0,4,5,4,Pb5O4(CrO4),96-153-4030
1.8134,50.2738,0.15,5,5,-1,4,Pb5O4(CrO4),96-153-4030
1.8102,50.3682,0,3,6,0,4,Pb5O4(CrO4),96-153-4030
1.8084,50.4223,8.76,8,1,-1,4,Pb5O4(CrO4),96-153-4030
1.8077,50.4419,0.21,-3,0,6,2,Pb5O4(CrO4),96-153-4030
1.8075,50.45,0.02,5,5,1,4,Pb5O4(CrO4),96-153-4030
1.8065,50.4798,1.02,-1,5,4,4,Pb5O4(CrO4),96-153-4030
1.806,50.4953,4.19,4,4,-4,4,Pb5O4(CrO4),96-153-4030
1.8038,50.5598,0.1,-1,4,5,4,Pb5O4(CrO4),96-153-4030
1.8018,50.6204,0.21,1,5,4,4,Pb5O4(CrO4),96-153-4030
1.8006,50.6563,4.24,6,2,-4,4,Pb5O4(CrO4),96-153-4030
1.799,50.7033,2.41,8,1,1,4,Pb5O4(CrO4),96-153-4030
1.798,50.7352,0.81,1,4,5,4,Pb5O4(CrO4),96-153-4030
1.7979,50.737,0.75,6,4,-2,4,Pb5O4(CrO4),96-153-4030
1.7922,50.9109,3.2,-2,6,2,4,Pb5O4(CrO4),96-153-4030
1.7902,50.971,0.79,3,6,-1,4,Pb5O4(CrO4),96-153-4030
1.7876,51.0506,6.11,2,6,2,4,Pb5O4(CrO4),96-153-4030
1.7874,51.0557,2.62,4,4,4,4,Pb5O4(CrO4),96-153-4030
1.7873000000000001,51.0595,0.73,5,1,5,4,Pb5O4(CrO4),96-153-4030
1.7869,51.0725,0.01,3,0,6,2,Pb5O4(CrO4),96-153-4030
1.7868,51.0757,0.02,3,6,1,4,Pb5O4(CrO4),96-153-4030
1.7865,51.0857,0.3,-3,1,6,4,Pb5O4(CrO4),96-153-4030
1.7855,51.1155,0.52,-2,2,6,4,Pb5O4(CrO4),96-153-4030
1.7842,51.1563,0,6,4,2,4,Pb5O4(CrO4),96-153-4030
1.7782,51.3415,0.43,7,2,-3,4,Pb5O4(CrO4),96-153-4030
1.776,51.4096,0.13,7,3,-2,4,Pb5O4(CrO4),96-153-4030
1.7733,51.4933,1.55,6,2,4,4,Pb5O4(CrO4),96-153-4030
1.772,51.5326,0.19,2,2,6,4,Pb5O4(CrO4),96-153-4030
1.7699,51.5981,1.11,8,0,-2,2,Pb5O4(CrO4),96-153-4030
1.7696,51.6093,1.02,-2,5,4,4,Pb5O4(CrO4),96-153-4030
1.7676,51.6707,2.93,-2,4,5,4,Pb5O4(CrO4),96-153-4030
1.7663,51.7107,0.58,3,1,6,4,Pb5O4(CrO4),96-153-4030
1.7644,51.7707,4.33,4,5,-3,4,Pb5O4(CrO4),96-153-4030
1.7634,51.8029,0.05,-4,3,5,4,Pb5O4(CrO4),96-153-4030
1.7625,51.832,0.01,8,2,0,4,Pb5O4(CrO4),96-153-4030
1.7608,51.8857,0,2,5,4,4,Pb5O4(CrO4),96-153-4030
1.7605,51.8939,0,7,3,2,4,Pb5O4(CrO4),96-153-4030
1.7567,52.0157,0.75,2,4,5,4,Pb5O4(CrO4),96-153-4030
1.7551,52.0675,0.33,7,2,3,4,Pb5O4(CrO4),96-153-4030
1.7539,52.1031,0.07,5,2,-5,4,Pb5O4(CrO4),96-153-4030
1.7528,52.1385,0.65,5,5,-2,4,Pb5O4(CrO4),96-153-4030
1.7525,52.15,1.04,8,0,2,2,Pb5O4(CrO4),96-153-4030
1.7514,52.184,3.01,4,5,3,4,Pb5O4(CrO4),96-153-4030
1.7499,52.2317,0.42,8,1,-2,4,Pb5O4(CrO4),96-153-4030
1.7467,52.3371,0,8,2,-1,4,Pb5O4(CrO4),96-153-4030
1.7422,52.4813,0.01,5,5,2,4,Pb5O4(CrO4),96-153-4030
1.7419,52.4901,0.17,4,3,5,4,Pb5O4(CrO4),96-153-4030
1.7382,52.6108,1.2,8,2,1,4,Pb5O4(CrO4),96-153-4030
1.7378,52.6245,0.96,0,6,3,4,Pb5O4(CrO4),96-153-4030
1.7331,52.7788,0.75,8,1,2,4,Pb5O4(CrO4),96-153-4030
1.7308,52.852,0.83,3,6,-2,4,Pb5O4(CrO4),96-153-4030
1.7291,52.9081,124.01,0,3,6,4,Pb5O4(CrO4),96-153-4030
1.7276,52.9578,0.25,5,2,5,4,Pb5O4(CrO4),96-153-4030
1.7275,52.9637,0.06,-1,6,3,4,Pb5O4(CrO4),96-153-4030
1.7269,52.9834,1.2,-3,2,6,4,Pb5O4(CrO4),96-153-4030
1.7247,53.056,0.23,3,6,2,4,Pb5O4(CrO4),96-153-4030
1.7244,53.0656,0.64,1,6,3,4,Pb5O4(CrO4),96-153-4030
1.7231,53.1083,55.9,-4,0,6,2,Pb5O4(CrO4),96-153-4030
1.7222,53.139,0.06,4,6,0,4,Pb5O4(CrO4),96-153-4030
1.7207,53.1872,0,7,0,-4,2,Pb5O4(CrO4),96-153-4030
1.7205,53.1952,0.01,-1,3,6,4,Pb5O4(CrO4),96-153-4030
1.7144,53.3982,0.68,1,3,6,4,Pb5O4(CrO4),96-153-4030
1.7116,53.4939,0.18,7,4,0,4,Pb5O4(CrO4),96-153-4030
1.7114,53.4987,1.56,-3,5,4,4,Pb5O4(CrO4),96-153-4030
1.7102,53.5416,0.05,-3,4,5,4,Pb5O4(CrO4),96-153-4030
1.7087,53.5926,1.64,3,2,6,4,Pb5O4(CrO4),96-153-4030
1.7054,53.7029,1.19,4,6,-1,4,Pb5O4(CrO4),96-153-4030
1.7046,53.7293,6.2,-4,1,6,4,Pb5O4(CrO4),96-153-4030
1.7023,53.8076,0.27,7,1,-4,4,Pb5O4(CrO4),96-153-4030
1.7022,53.8108,4.08,6,3,-4,4,Pb5O4(CrO4),96-153-4030
1.7015,53.8374,1.47,4,6,1,4,Pb5O4(CrO4),96-153-4030
1.7014,53.8391,3.67,6,4,-3,4,Pb5O4(CrO4),96-153-4030
1.6996,53.9026,1.41,3,5,4,4,Pb5O4(CrO4),96-153-4030
1.6991,53.9183,59.75,4,0,6,2,Pb5O4(CrO4),96-153-4030
1.6977,53.9663,0.73,5,4,-4,4,Pb5O4(CrO4),96-153-4030
1.6966,54.0049,0,7,4,-1,4,Pb5O4(CrO4),96-153-4030
1.6954,54.046,0.14,3,4,5,4,Pb5O4(CrO4),96-153-4030
1.6953,54.0481,0.62,6,5,0,4,Pb5O4(CrO4),96-153-4030
1.6946,54.0729,0.44,-2,6,3,4,Pb5O4(CrO4),96-153-4030
1.6938,54.1009,1.65,8,2,-2,4,Pb5O4(CrO4),96-153-4030
1.693,54.1303,0.07,7,0,4,2,Pb5O4(CrO4),96-153-4030
1.6898,54.2393,1,7,4,1,4,Pb5O4(CrO4),96-153-4030
1.6895,54.251,3.23,-2,3,6,4,Pb5O4(CrO4),96-153-4030
1.6888,54.2737,11.21,2,6,3,4,Pb5O4(CrO4),96-153-4030
1.6847,54.4187,3.78,6,1,-5,4,Pb5O4(CrO4),96-153-4030
1.684,54.4417,0.04,6,4,3,4,Pb5O4(CrO4),96-153-4030
1.6833,54.4678,0.01,7,3,-3,4,Pb5O4(CrO4),96-153-4030
1.6814,54.5329,3.23,4,1,6,4,Pb5O4(CrO4),96-153-4030
1.6803,54.5721,0.34,6,5,-1,4,Pb5O4(CrO4),96-153-4030
1.6791,54.6135,7.18,6,3,4,4,Pb5O4(CrO4),96-153-4030
1.6785,54.6345,0.42,5,4,4,4,Pb5O4(CrO4),96-153-4030
1.6785,54.635,0,8,2,2,4,Pb5O4(CrO4),96-153-4030
1.678,54.6512,3.1,2,3,6,4,Pb5O4(CrO4),96-153-4030
1.6754,54.7434,0.25,7,1,4,4,Pb5O4(CrO4),96-153-4030
1.6746,54.7716,0.1,6,5,1,4,Pb5O4(CrO4),96-153-4030
1.6699,54.9387,0.01,8,3,0,4,Pb5O4(CrO4),96-153-4030
1.6636,55.165,0.26,7,3,3,4,Pb5O4(CrO4),96-153-4030
1.6627,55.1992,0.6,5,3,-5,4,Pb5O4(CrO4),96-153-4030
1.6626,55.2015,0.1,5,5,-3,4,Pb5O4(CrO4),96-153-4030
1.6615,55.2415,0.15,8,1,-3,4,Pb5O4(CrO4),96-153-4030
1.6576,55.3814,0.08,1,7,0,4,Pb5O4(CrO4),96-153-4030
1.6568,55.4134,0.02,6,1,5,4,Pb5O4(CrO4),96-153-4030
1.6565,55.4241,0.22,8,3,-1,4,Pb5O4(CrO4),96-153-4030
1.6543,55.5024,111.15,4,6,-2,4,Pb5O4(CrO4),96-153-4030
1.6526,55.5636,0.12,-4,2,6,4,Pb5O4(CrO4),96-153-4030
1.6511,55.6194,1.17,0,7,1,4,Pb5O4(CrO4),96-153-4030
1.6505,55.6401,1.27,7,2,-4,4,Pb5O4(CrO4),96-153-4030
1.6492,55.6873,0.63,8,3,1,4,Pb5O4(CrO4),96-153-4030
1.649,55.6956,0.06,5,5,3,4,Pb5O4(CrO4),96-153-4030
1.6476,55.7486,0.11,7,4,-2,4,Pb5O4(CrO4),96-153-4030
1.6471,55.7653,114.66,4,6,2,4,Pb5O4(CrO4),96-153-4030
1.6445,55.8623,3.88,0,5,5,4,Pb5O4(CrO4),96-153-4030
1.6433,55.906,0.33,9,0,0,2,Pb5O4(CrO4),96-153-4030
1.6429,55.9207,0.03,-3,6,3,4,Pb5O4(CrO4),96-153-4030
1.6413,55.9789,0.11,-1,7,1,4,Pb5O4(CrO4),96-153-4030
1.6405,56.0116,0.74,1,7,1,4,Pb5O4(CrO4),96-153-4030
1.6402,56.0212,0.04,5,3,5,4,Pb5O4(CrO4),96-153-4030
1.64,56.0304,0.55,8,1,3,4,Pb5O4(CrO4),96-153-4030
1.6395,56.0458,0.07,-3,3,6,4,Pb5O4(CrO4),96-153-4030
1.6382,56.0954,0.1,4,5,-4,4,Pb5O4(CrO4),96-153-4030
1.638,56.1044,1.11,0,1,7,4,Pb5O4(CrO4),96-153-4030
1.6375,56.1207,8.32,-4,4,5,4,Pb5O4(CrO4),96-153-4030
1.6366,56.1554,0.09,-1,5,5,4,Pb5O4(CrO4),96-153-4030
1.6352,56.2069,0,7,4,2,4,Pb5O4(CrO4),96-153-4030
1.635,56.215,0.47,3,6,3,4,Pb5O4(CrO4),96-153-4030
1.6344,56.2378,0.12,6,2,-5,4,Pb5O4(CrO4),96-153-4030
1.6323,56.3185,0.08,1,5,5,4,Pb5O4(CrO4),96-153-4030
1.6322,56.3202,1.94,6,5,-2,4,Pb5O4(CrO4),96-153-4030
1.6314,56.3495,0.03,4,2,6,4,Pb5O4(CrO4),96-153-4030
1.631,56.3641,0,-1,1,7,4,Pb5O4(CrO4),96-153-4030
1.6292,56.434,0.13,-5,0,6,2,Pb5O4(CrO4),96-153-4030
1.6273,56.506,0.41,9,1,0,4,Pb5O4(CrO4),96-153-4030
1.6273,56.507,3.08,2,7,0,4,Pb5O4(CrO4),96-153-4030
1.626,56.5554,1.52,7,2,4,4,Pb5O4(CrO4),96-153-4030
1.6258,56.5611,0.42,5,6,0,4,Pb5O4(CrO4),96-153-4030
1.625,56.5919,0.83,1,1,7,4,Pb5O4(CrO4),96-153-4030
1.6244,56.6169,0,4,5,4,4,Pb5O4(CrO4),96-153-4030
1.6239,56.6326,0.19,3,3,6,4,Pb5O4(CrO4),96-153-4030
1.6219,56.7106,1.22,6,5,2,4,Pb5O4(CrO4),96-153-4030
1.6203,56.7718,6.15,4,4,5,4,Pb5O4(CrO4),96-153-4030
1.6152,56.9664,0,9,1,-1,4,Pb5O4(CrO4),96-153-4030
1.6151,56.9691,87.35,0,6,4,4,Pb5O4(CrO4),96-153-4030
1.6136,57.0304,2.32,-5,1,6,4,Pb5O4(CrO4),96-153-4030
1.6132,57.0431,6.6,8,2,-3,4,Pb5O4(CrO4),96-153-4030
