time_d,pipe,pb_ppb,fraction,pipe_config,main,lsl
352,four,13.05,total,partial lsl,pvc,four.partial lsl
356,four,10.04,total,partial lsl,pvc,four.partial lsl
359,four,11.33,total,partial lsl,pvc,four.partial lsl
363,four,12.86,total,partial lsl,pvc,four.partial lsl
366,four,15.05,total,partial lsl,pvc,four.partial lsl
370,four,9.978,total,partial lsl,pvc,four.partial lsl
373,four,24.39,total,partial lsl,pvc,four.partial lsl
377,four,10.31,total,partial lsl,pvc,four.partial lsl
380,four,17.69,total,partial lsl,pvc,four.partial lsl
384,four,11.53,total,partial lsl,pvc,four.partial lsl
387,four,13.64,total,partial lsl,pvc,four.partial lsl
391,four,8.806,total,partial lsl,pvc,four.partial lsl
394,four,11.26,total,partial lsl,pvc,four.partial lsl
398,four,8.37,total,partial lsl,pvc,four.partial lsl
401,four,7.985,total,partial lsl,pvc,four.partial lsl
408,four,17.76,total,partial lsl,pvc,four.partial lsl
412,four,8.176,total,partial lsl,pvc,four.partial lsl
426,four,8.176,total,partial lsl,pvc,four.partial lsl
429,four,8.947,total,partial lsl,pvc,four.partial lsl
433,four,11.83,total,partial lsl,pvc,four.partial lsl
436,four,18.27,total,partial lsl,pvc,four.partial lsl
443,four,34.65,total,partial lsl,pvc,four.partial lsl
447,four,85.08,total,partial lsl,pvc,four.partial lsl
450,four,9.135,total,partial lsl,pvc,four.partial lsl
457,four,14.6,total,partial lsl,pvc,four.partial lsl
461,four,15,total,partial lsl,pvc,four.partial lsl
464,four,10.88,total,partial lsl,pvc,four.partial lsl
471,four,9.163,total,partial lsl,pvc,four.partial lsl
478,four,12.97,total,partial lsl,pvc,four.partial lsl
485,four,12.36,total,partial lsl,pvc,four.partial lsl
1,one,62.32,0.45 um filtered,full lsl,pvc,one.full lsl
5,one,66.73,0.45 um filtered,full lsl,pvc,one.full lsl
8,one,75.3,0.45 um filtered,full lsl,pvc,one.full lsl
12,one,65.83,0.45 um filtered,full lsl,pvc,one.full lsl
15,one,54.74,0.45 um filtered,full lsl,pvc,one.full lsl
19,one,60.2,0.45 um filtered,full lsl,pvc,one.full lsl
22,one,54.72,0.45 um filtered,full lsl,pvc,one.full lsl
26,one,53.56,0.45 um filtered,full lsl,pvc,one.full lsl
29,one,52.6,0.45 um filtered,full lsl,pvc,one.full lsl
33,one,81.38,0.45 um filtered,full lsl,pvc,one.full lsl
36,one,80.6,0.45 um filtered,full lsl,pvc,one.full lsl
47,one,92.7,0.45 um filtered,full lsl,pvc,one.full lsl
50,one,95.71,0.45 um filtered,full lsl,pvc,one.full lsl
54,one,97.59,0.45 um filtered,full lsl,pvc,one.full lsl
57,one,104.1,0.45 um filtered,full lsl,pvc,one.full lsl
61,one,119.3,0.45 um filtered,full lsl,pvc,one.full lsl
64,one,82.62,0.45 um filtered,full lsl,pvc,one.full lsl
68,one,103,0.45 um filtered,full lsl,pvc,one.full lsl
71,one,89.22,0.45 um filtered,full lsl,pvc,one.full lsl
78,one,87.14,0.45 um filtered,full lsl,pvc,one.full lsl
82,one,94.07,0.45 um filtered,full lsl,pvc,one.full lsl
85,one,98.06,0.45 um filtered,full lsl,pvc,one.full lsl
89,one,100.7,0.45 um filtered,full lsl,pvc,one.full lsl
92,one,140.6,0.45 um filtered,full lsl,pvc,one.full lsl
99,one,137.9,0.45 um filtered,full lsl,pvc,one.full lsl
103,one,200.4,0.45 um filtered,full lsl,pvc,one.full lsl
106,one,173.2,0.45 um filtered,full lsl,pvc,one.full lsl
110,one,148.8,0.45 um filtered,full lsl,pvc,one.full lsl
113,one,151.8,0.45 um filtered,full lsl,pvc,one.full lsl
117,one,115.7,0.45 um filtered,full lsl,pvc,one.full lsl
120,one,114.2,0.45 um filtered,full lsl,pvc,one.full lsl
127,one,120.8,0.45 um filtered,full lsl,pvc,one.full lsl
131,one,162,0.45 um filtered,full lsl,pvc,one.full lsl
134,one,160.8,0.45 um filtered,full lsl,pvc,one.full lsl
138,one,144,0.45 um filtered,full lsl,pvc,one.full lsl
141,one,91.23,0.45 um filtered,full lsl,pvc,one.full lsl
145,one,98.78,0.45 um filtered,full lsl,pvc,one.full lsl
148,one,129.8,0.45 um filtered,full lsl,pvc,one.full lsl
152,one,130.1,0.45 um filtered,full lsl,pvc,one.full lsl
155,one,160.9,0.45 um filtered,full lsl,pvc,one.full lsl
162,one,149,0.45 um filtered,full lsl,pvc,one.full lsl
166,one,143.6,0.45 um filtered,full lsl,pvc,one.full lsl
169,one,116.1,0.45 um filtered,full lsl,pvc,one.full lsl
173,one,96.9,0.45 um filtered,full lsl,pvc,one.full lsl
176,one,102.5,0.45 um filtered,full lsl,pvc,one.full lsl
180,one,106.4,0.45 um filtered,full lsl,pvc,one.full lsl
187,one,152.7,0.45 um filtered,full lsl,pvc,one.full lsl
190,one,152.5,0.45 um filtered,full lsl,pvc,one.full lsl
194,one,121.3,0.45 um filtered,full lsl,pvc,one.full lsl
197,one,96.94,0.45 um filtered,full lsl,pvc,one.full lsl
201,one,86.17,0.45 um filtered,full lsl,pvc,one.full lsl
204,one,82.45,0.45 um filtered,full lsl,pvc,one.full lsl
208,one,49.42,0.45 um filtered,full lsl,pvc,one.full lsl
211,one,74.53,0.45 um filtered,full lsl,pvc,one.full lsl
215,one,60.29,0.45 um filtered,full lsl,pvc,one.full lsl
218,one,68.34,0.45 um filtered,full lsl,pvc,one.full lsl
222,one,70.24,0.45 um filtered,full lsl,pvc,one.full lsl
225,one,68.4,0.45 um filtered,full lsl,pvc,one.full lsl
229,one,77.72,0.45 um filtered,full lsl,pvc,one.full lsl
232,one,74.39,0.45 um filtered,full lsl,pvc,one.full lsl
236,one,75.14,0.45 um filtered,full lsl,pvc,one.full lsl
239,one,72.57,0.45 um filtered,full lsl,pvc,one.full lsl
243,one,76.44,0.45 um filtered,full lsl,pvc,one.full lsl
246,one,72.81,0.45 um filtered,full lsl,pvc,one.full lsl
250,one,63.01,0.45 um filtered,full lsl,pvc,one.full lsl
253,one,37.48,0.45 um filtered,full lsl,pvc,one.full lsl
257,one,70.92,0.45 um filtered,full lsl,pvc,one.full lsl
260,one,68.08,0.45 um filtered,full lsl,pvc,one.full lsl
264,one,64.76,0.45 um filtered,full lsl,pvc,one.full lsl
267,one,58.98,0.45 um filtered,full lsl,pvc,one.full lsl
274,one,66.35,0.45 um filtered,full lsl,pvc,one.full lsl
281,one,33.26,0.45 um filtered,full lsl,pvc,one.full lsl
285,one,32.15,0.45 um filtered,full lsl,pvc,one.full lsl
288,one,34.89,0.45 um filtered,full lsl,pvc,one.full lsl
292,one,57.77,0.45 um filtered,full lsl,pvc,one.full lsl
295,one,58.92,0.45 um filtered,full lsl,pvc,one.full lsl
299,one,43.58,0.45 um filtered,full lsl,pvc,one.full lsl
302,one,64.52,0.45 um filtered,full lsl,pvc,one.full lsl
306,one,64.31,0.45 um filtered,full lsl,pvc,one.full lsl
309,one,44.33,0.45 um filtered,full lsl,pvc,one.full lsl
313,one,57.35,0.45 um filtered,full lsl,pvc,one.full lsl
317,one,64.02,0.45 um filtered,full lsl,pvc,one.full lsl
321,one,59.14,0.45 um filtered,full lsl,pvc,one.full lsl
324,one,63.23,0.45 um filtered,full lsl,pvc,one.full lsl
328,one,63.71,0.45 um filtered,full lsl,pvc,one.full lsl
331,one,50.59,0.45 um filtered,full lsl,pvc,one.full lsl
335,one,55.95,0.45 um filtered,full lsl,pvc,one.full lsl
338,one,58.18,0.45 um filtered,full lsl,pvc,one.full lsl
342,one,57.34,0.45 um filtered,full lsl,pvc,one.full lsl
345,one,75.91,0.45 um filtered,full lsl,pvc,one.full lsl
349,one,32.85,0.45 um filtered,full lsl,pvc,one.full lsl
352,one,37,0.45 um filtered,full lsl,pvc,one.full lsl
356,one,65.86,0.45 um filtered,full lsl,pvc,one.full lsl
359,one,32.07,0.45 um filtered,full lsl,pvc,one.full lsl
363,one,33.45,0.45 um filtered,full lsl,pvc,one.full lsl
366,one,55.07,0.45 um filtered,full lsl,pvc,one.full lsl
370,one,36.27,0.45 um filtered,full lsl,pvc,one.full lsl
373,one,33.89,0.45 um filtered,full lsl,pvc,one.full lsl
377,one,36.13,0.45 um filtered,full lsl,pvc,one.full lsl
380,one,126.4,0.45 um filtered,full lsl,pvc,one.full lsl
384,one,58.22,0.45 um filtered,full lsl,pvc,one.full lsl
387,one,59.84,0.45 um filtered,full lsl,pvc,one.full lsl
391,one,59.24,0.45 um filtered,full lsl,pvc,one.full lsl
394,one,54.72,0.45 um filtered,full lsl,pvc,one.full lsl
398,one,39.06,0.45 um filtered,full lsl,pvc,one.full lsl
401,one,62.66,0.45 um filtered,full lsl,pvc,one.full lsl
408,one,57.26,0.45 um filtered,full lsl,pvc,one.full lsl
412,one,54.14,0.45 um filtered,full lsl,pvc,one.full lsl
426,one,51.11,0.45 um filtered,full lsl,pvc,one.full lsl
429,one,30.88,0.45 um filtered,full lsl,pvc,one.full lsl
433,one,27.81,0.45 um filtered,full lsl,pvc,one.full lsl
436,one,32.3,0.45 um filtered,full lsl,pvc,one.full lsl
443,one,43.41,0.45 um filtered,full lsl,pvc,one.full lsl
447,one,52.01,0.45 um filtered,full lsl,pvc,one.full lsl
450,one,51.77,0.45 um filtered,full lsl,pvc,one.full lsl
457,one,33.83,0.45 um filtered,full lsl,pvc,one.full lsl
461,one,51.11,0.45 um filtered,full lsl,pvc,one.full lsl
464,one,49.45,0.45 um filtered,full lsl,pvc,one.full lsl
471,one,45.4,0.45 um filtered,full lsl,pvc,one.full lsl
478,one,47.13,0.45 um filtered,full lsl,pvc,one.full lsl
485,one,57.5,0.45 um filtered,full lsl,pvc,one.full lsl
492,one,58.24,0.45 um filtered,full lsl,pvc,one.full lsl
499,one,48.89,0.45 um filtered,full lsl,pvc,one.full lsl
506,one,61.01,0.45 um filtered,full lsl,pvc,one.full lsl
513,one,30.65,0.45 um filtered,full lsl,pvc,one.full lsl
520,one,47.38,0.45 um filtered,full lsl,pvc,one.full lsl
527,one,50.22,0.45 um filtered,full lsl,pvc,one.full lsl
534,one,43.65,0.45 um filtered,full lsl,pvc,one.full lsl
541,one,46.82,0.45 um filtered,full lsl,pvc,one.full lsl
548,one,46.59,0.45 um filtered,full lsl,pvc,one.full lsl
555,one,56.25,0.45 um filtered,full lsl,pvc,one.full lsl
562,one,54.13,0.45 um filtered,full lsl,pvc,one.full lsl
569,one,46.7,0.45 um filtered,full lsl,pvc,one.full lsl
576,one,48.14,0.45 um filtered,full lsl,pvc,one.full lsl
583,one,45.45,0.45 um filtered,full lsl,pvc,one.full lsl
590,one,43.39,0.45 um filtered,full lsl,pvc,one.full lsl
597,one,27.64,0.45 um filtered,full lsl,pvc,one.full lsl
604,one,24.62,0.45 um filtered,full lsl,pvc,one.full lsl
611,one,44.66,0.45 um filtered,full lsl,pvc,one.full lsl
618,one,22.23,0.45 um filtered,full lsl,pvc,one.full lsl
625,one,28.12,0.45 um filtered,full lsl,pvc,one.full lsl
632,one,42.08,0.45 um filtered,full lsl,pvc,one.full lsl
639,one,43.05,0.45 um filtered,full lsl,pvc,one.full lsl
646,one,52.94,0.45 um filtered,full lsl,pvc,one.full lsl
1,one,94.98,total,full lsl,pvc,one.full lsl
5,one,144.9,total,full lsl,pvc,one.full lsl
8,one,123.5,total,full lsl,pvc,one.full lsl
12,one,108.9,total,full lsl,pvc,one.full lsl
15,one,107.2,total,full lsl,pvc,one.full lsl
19,one,89.96,total,full lsl,pvc,one.full lsl
22,one,109.6,total,full lsl,pvc,one.full lsl
26,one,91.63,total,full lsl,pvc,one.full lsl
29,one,137.8,total,full lsl,pvc,one.full lsl
33,one,109,total,full lsl,pvc,one.full lsl
36,one,116.1,total,full lsl,pvc,one.full lsl
47,one,128.4,total,full lsl,pvc,one.full lsl
50,one,141.4,total,full lsl,pvc,one.full lsl
54,one,143,total,full lsl,pvc,one.full lsl
57,one,145.4,total,full lsl,pvc,one.full lsl
61,one,157.4,total,full lsl,pvc,one.full lsl
64,one,115.1,total,full lsl,pvc,one.full lsl
68,one,132.5,total,full lsl,pvc,one.full lsl
71,one,123.6,total,full lsl,pvc,one.full lsl
78,one,135.5,total,full lsl,pvc,one.full lsl
82,one,165.5,total,full lsl,pvc,one.full lsl
85,one,159,total,full lsl,pvc,one.full lsl
89,one,169.1,total,full lsl,pvc,one.full lsl
92,one,180.1,total,full lsl,pvc,one.full lsl
99,one,232.8,total,full lsl,pvc,one.full lsl
103,one,374.8,total,full lsl,pvc,one.full lsl
106,one,327.8,total,full lsl,pvc,one.full lsl
110,one,231.2,total,full lsl,pvc,one.full lsl
113,one,255.9,total,full lsl,pvc,one.full lsl
117,one,197.6,total,full lsl,pvc,one.full lsl
120,one,203.2,total,full lsl,pvc,one.full lsl
127,one,224.5,total,full lsl,pvc,one.full lsl
131,one,321.5,total,full lsl,pvc,one.full lsl
134,one,409.3,total,full lsl,pvc,one.full lsl
138,one,320,total,full lsl,pvc,one.full lsl
141,one,168.2,total,full lsl,pvc,one.full lsl
145,one,160.2,total,full lsl,pvc,one.full lsl
148,one,193,total,full lsl,pvc,one.full lsl
152,one,179.7,total,full lsl,pvc,one.full lsl
155,one,323.3,total,full lsl,pvc,one.full lsl
162,one,239.8,total,full lsl,pvc,one.full lsl
166,one,230.9,total,full lsl,pvc,one.full lsl
169,one,190,total,full lsl,pvc,one.full lsl
173,one,155.2,total,full lsl,pvc,one.full lsl
176,one,169.8,total,full lsl,pvc,one.full lsl
180,one,185.2,total,full lsl,pvc,one.full lsl
187,one,239,total,full lsl,pvc,one.full lsl
190,one,261.1,total,full lsl,pvc,one.full lsl
194,one,220,total,full lsl,pvc,one.full lsl
197,one,205.3,total,full lsl,pvc,one.full lsl
201,one,146.2,total,full lsl,pvc,one.full lsl
204,one,155,total,full lsl,pvc,one.full lsl
208,one,130.3,total,full lsl,pvc,one.full lsl
211,one,122,total,full lsl,pvc,one.full lsl
215,one,123.1,total,full lsl,pvc,one.full lsl
218,one,133.5,total,full lsl,pvc,one.full lsl
222,one,128.2,total,full lsl,pvc,one.full lsl
225,one,134.3,total,full lsl,pvc,one.full lsl
229,one,182.9,total,full lsl,pvc,one.full lsl
232,one,143.1,total,full lsl,pvc,one.full lsl
236,one,145.6,total,full lsl,pvc,one.full lsl
239,one,140.1,total,full lsl,pvc,one.full lsl
243,one,139.7,total,full lsl,pvc,one.full lsl
246,one,133.5,total,full lsl,pvc,one.full lsl
250,one,112.7,total,full lsl,pvc,one.full lsl
253,one,108.2,total,full lsl,pvc,one.full lsl
257,one,107.7,total,full lsl,pvc,one.full lsl
260,one,107.1,total,full lsl,pvc,one.full lsl
264,one,96.11,total,full lsl,pvc,one.full lsl
267,one,100.7,total,full lsl,pvc,one.full lsl
274,one,126.2,total,full lsl,pvc,one.full lsl
281,one,58.04,total,full lsl,pvc,one.full lsl
285,one,59.46,total,full lsl,pvc,one.full lsl
288,one,58.56,total,full lsl,pvc,one.full lsl
292,one,95.82,total,full lsl,pvc,one.full lsl
295,one,95,total,full lsl,pvc,one.full lsl
299,one,77.92,total,full lsl,pvc,one.full lsl
302,one,103.8,total,full lsl,pvc,one.full lsl
306,one,96.05,total,full lsl,pvc,one.full lsl
309,one,60.78,total,full lsl,pvc,one.full lsl
313,one,91.47,total,full lsl,pvc,one.full lsl
317,one,117.6,total,full lsl,pvc,one.full lsl
321,one,119.8,total,full lsl,pvc,one.full lsl
324,one,106.7,total,full lsl,pvc,one.full lsl
328,one,94.81,total,full lsl,pvc,one.full lsl
331,one,84.74,total,full lsl,pvc,one.full lsl
335,one,82.5,total,full lsl,pvc,one.full lsl
338,one,84.7,total,full lsl,pvc,one.full lsl
342,one,87.64,total,full lsl,pvc,one.full lsl
345,one,101.3,total,full lsl,pvc,one.full lsl
349,one,64.93,total,full lsl,pvc,one.full lsl
352,one,50.05,total,full lsl,pvc,one.full lsl
356,one,96.98,total,full lsl,pvc,one.full lsl
359,one,53.08,total,full lsl,pvc,one.full lsl
363,one,47.28,total,full lsl,pvc,one.full lsl
366,one,84.36,total,full lsl,pvc,one.full lsl
370,one,46.99,total,full lsl,pvc,one.full lsl
373,one,45.7,total,full lsl,pvc,one.full lsl
377,one,95.42,total,full lsl,pvc,one.full lsl
380,one,181.8,total,full lsl,pvc,one.full lsl
384,one,86.54,total,full lsl,pvc,one.full lsl
387,one,90.59,total,full lsl,pvc,one.full lsl
391,one,89.18,total,full lsl,pvc,one.full lsl
394,one,85.16,total,full lsl,pvc,one.full lsl
398,one,60.28,total,full lsl,pvc,one.full lsl
401,one,103.3,total,full lsl,pvc,one.full lsl
408,one,77.79,total,full lsl,pvc,one.full lsl
412,one,68.87,total,full lsl,pvc,one.full lsl
426,one,73.62,total,full lsl,pvc,one.full lsl
429,one,45.6,total,full lsl,pvc,one.full lsl
433,one,49.46,total,full lsl,pvc,one.full lsl
436,one,46.9,total,full lsl,pvc,one.full lsl
443,one,59.99,total,full lsl,pvc,one.full lsl
447,one,70.88,total,full lsl,pvc,one.full lsl
450,one,72.92,total,full lsl,pvc,one.full lsl
457,one,47.82,total,full lsl,pvc,one.full lsl
461,one,73.25,total,full lsl,pvc,one.full lsl
464,one,66.52,total,full lsl,pvc,one.full lsl
471,one,90.37,total,full lsl,pvc,one.full lsl
478,one,70.58,total,full lsl,pvc,one.full lsl
485,one,92.83,total,full lsl,pvc,one.full lsl
1,one,10.88,0.45 um filtered,partial lsl,pvc,one.partial lsl
5,one,9.961,0.45 um filtered,partial lsl,pvc,one.partial lsl
8,one,15.5,0.45 um filtered,partial lsl,pvc,one.partial lsl
12,one,8.903,0.45 um filtered,partial lsl,pvc,one.partial lsl
15,one,7.521,0.45 um filtered,partial lsl,pvc,one.partial lsl
19,one,13.35,0.45 um filtered,partial lsl,pvc,one.partial lsl
22,one,5.491,0.45 um filtered,partial lsl,pvc,one.partial lsl
26,one,4.758,0.45 um filtered,partial lsl,pvc,one.partial lsl
29,one,7.39,0.45 um filtered,partial lsl,pvc,one.partial lsl
33,one,16.05,0.45 um filtered,partial lsl,pvc,one.partial lsl
36,one,17.81,0.45 um filtered,partial lsl,pvc,one.partial lsl
47,one,14.35,0.45 um filtered,partial lsl,pvc,one.partial lsl
50,one,15.7,0.45 um filtered,partial lsl,pvc,one.partial lsl
54,one,10.17,0.45 um filtered,partial lsl,pvc,one.partial lsl
57,one,31.69,0.45 um filtered,partial lsl,pvc,one.partial lsl
61,one,17.33,0.45 um filtered,partial lsl,pvc,one.partial lsl
64,one,11.03,0.45 um filtered,partial lsl,pvc,one.partial lsl
68,one,28.04,0.45 um filtered,partial lsl,pvc,one.partial lsl
71,one,29.44,0.45 um filtered,partial lsl,pvc,one.partial lsl
78,one,25.65,0.45 um filtered,partial lsl,pvc,one.partial lsl
82,one,29.86,0.45 um filtered,partial lsl,pvc,one.partial lsl
85,one,19.71,0.45 um filtered,partial lsl,pvc,one.partial lsl
89,one,9.892,0.45 um filtered,partial lsl,pvc,one.partial lsl
92,one,40.4,0.45 um filtered,partial lsl,pvc,one.partial lsl
99,one,14.2,0.45 um filtered,partial lsl,pvc,one.partial lsl
103,one,32.46,0.45 um filtered,partial lsl,pvc,one.partial lsl
106,one,35.58,0.45 um filtered,partial lsl,pvc,one.partial lsl
110,one,39.46,0.45 um filtered,partial lsl,pvc,one.partial lsl
113,one,40.46,0.45 um filtered,partial lsl,pvc,one.partial lsl
117,one,31.62,0.45 um filtered,partial lsl,pvc,one.partial lsl
120,one,36.39,0.45 um filtered,partial lsl,pvc,one.partial lsl
127,one,26.89,0.45 um filtered,partial lsl,pvc,one.partial lsl
131,one,42.4,0.45 um filtered,partial lsl,pvc,one.partial lsl
134,one,40.39,0.45 um filtered,partial lsl,pvc,one.partial lsl
138,one,39.76,0.45 um filtered,partial lsl,pvc,one.partial lsl
141,one,24.15,0.45 um filtered,partial lsl,pvc,one.partial lsl
145,one,41.19,0.45 um filtered,partial lsl,pvc,one.partial lsl
148,one,48.14,0.45 um filtered,partial lsl,pvc,one.partial lsl
152,one,42.62,0.45 um filtered,partial lsl,pvc,one.partial lsl
155,one,42.72,0.45 um filtered,partial lsl,pvc,one.partial lsl
162,one,52.33,0.45 um filtered,partial lsl,pvc,one.partial lsl
166,one,57.04,0.45 um filtered,partial lsl,pvc,one.partial lsl
169,one,58.23,0.45 um filtered,partial lsl,pvc,one.partial lsl
173,one,46.47,0.45 um filtered,partial lsl,pvc,one.partial lsl
176,one,48.35,0.45 um filtered,partial lsl,pvc,one.partial lsl
180,one,66.08,0.45 um filtered,partial lsl,pvc,one.partial lsl
187,one,68.2,0.45 um filtered,partial lsl,pvc,one.partial lsl
190,one,68.16,0.45 um filtered,partial lsl,pvc,one.partial lsl
194,one,69.3,0.45 um filtered,partial lsl,pvc,one.partial lsl
197,one,19.44,0.45 um filtered,partial lsl,pvc,one.partial lsl
201,one,56.39,0.45 um filtered,partial lsl,pvc,one.partial lsl
204,one,54.97,0.45 um filtered,partial lsl,pvc,one.partial lsl
208,one,27.49,0.45 um filtered,partial lsl,pvc,one.partial lsl
211,one,56.51,0.45 um filtered,partial lsl,pvc,one.partial lsl
215,one,56.12,0.45 um filtered,partial lsl,pvc,one.partial lsl
218,one,65.75,0.45 um filtered,partial lsl,pvc,one.partial lsl
222,one,15.75,0.45 um filtered,partial lsl,pvc,one.partial lsl
225,one,55.73,0.45 um filtered,partial lsl,pvc,one.partial lsl
229,one,68.35,0.45 um filtered,partial lsl,pvc,one.partial lsl
232,one,61.67,0.45 um filtered,partial lsl,pvc,one.partial lsl
236,one,56.9,0.45 um filtered,partial lsl,pvc,one.partial lsl
239,one,59.7,0.45 um filtered,partial lsl,pvc,one.partial lsl
243,one,67.18,0.45 um filtered,partial lsl,pvc,one.partial lsl
246,one,63.22,0.45 um filtered,partial lsl,pvc,one.partial lsl
250,one,58.5,0.45 um filtered,partial lsl,pvc,one.partial lsl
253,one,20.67,0.45 um filtered,partial lsl,pvc,one.partial lsl
257,one,58.79,0.45 um filtered,partial lsl,pvc,one.partial lsl
260,one,59.67,0.45 um filtered,partial lsl,pvc,one.partial lsl
264,one,37.2,0.45 um filtered,partial lsl,pvc,one.partial lsl
267,one,51.1,0.45 um filtered,partial lsl,pvc,one.partial lsl
274,one,60.39,0.45 um filtered,partial lsl,pvc,one.partial lsl
281,one,18.76,0.45 um filtered,partial lsl,pvc,one.partial lsl
285,one,28.75,0.45 um filtered,partial lsl,pvc,one.partial lsl
288,one,23.54,0.45 um filtered,partial lsl,pvc,one.partial lsl
292,one,63.36,0.45 um filtered,partial lsl,pvc,one.partial lsl
295,one,60.3,0.45 um filtered,partial lsl,pvc,one.partial lsl
299,one,21.28,0.45 um filtered,partial lsl,pvc,one.partial lsl
302,one,57.08,0.45 um filtered,partial lsl,pvc,one.partial lsl
306,one,59.78,0.45 um filtered,partial lsl,pvc,one.partial lsl
309,one,16.04,0.45 um filtered,partial lsl,pvc,one.partial lsl
313,one,46.88,0.45 um filtered,partial lsl,pvc,one.partial lsl
317,one,33.55,0.45 um filtered,partial lsl,pvc,one.partial lsl
321,one,39.94,0.45 um filtered,partial lsl,pvc,one.partial lsl
324,one,38.14,0.45 um filtered,partial lsl,pvc,one.partial lsl
328,one,37.34,0.45 um filtered,partial lsl,pvc,one.partial lsl
331,one,39,0.45 um filtered,partial lsl,pvc,one.partial lsl
335,one,41.66,0.45 um filtered,partial lsl,pvc,one.partial lsl
338,one,34.89,0.45 um filtered,partial lsl,pvc,one.partial lsl
342,one,43.61,0.45 um filtered,partial lsl,pvc,one.partial lsl
345,one,44.5,0.45 um filtered,partial lsl,pvc,one.partial lsl
349,one,9.912,0.45 um filtered,partial lsl,pvc,one.partial lsl
352,one,14.11,0.45 um filtered,partial lsl,pvc,one.partial lsl
356,one,45.55,0.45 um filtered,partial lsl,pvc,one.partial lsl
359,one,10.09,0.45 um filtered,partial lsl,pvc,one.partial lsl
363,one,7.536,0.45 um filtered,partial lsl,pvc,one.partial lsl
366,one,41.34,0.45 um filtered,partial lsl,pvc,one.partial lsl
370,one,8.523,0.45 um filtered,partial lsl,pvc,one.partial lsl
373,one,10.76,0.45 um filtered,partial lsl,pvc,one.partial lsl
377,one,9.996,0.45 um filtered,partial lsl,pvc,one.partial lsl
380,one,46.75,0.45 um filtered,partial lsl,pvc,one.partial lsl
384,one,48.95,0.45 um filtered,partial lsl,pvc,one.partial lsl
387,one,48.77,0.45 um filtered,partial lsl,pvc,one.partial lsl
391,one,46.94,0.45 um filtered,partial lsl,pvc,one.partial lsl
394,one,51.25,0.45 um filtered,partial lsl,pvc,one.partial lsl
398,one,9.62,0.45 um filtered,partial lsl,pvc,one.partial lsl
401,one,42.19,0.45 um filtered,partial lsl,pvc,one.partial lsl
408,one,55.16,0.45 um filtered,partial lsl,pvc,one.partial lsl
412,one,51.91,0.45 um filtered,partial lsl,pvc,one.partial lsl
426,one,53.91,0.45 um filtered,partial lsl,pvc,one.partial lsl
429,one,10.12,0.45 um filtered,partial lsl,pvc,one.partial lsl
433,one,11.23,0.45 um filtered,partial lsl,pvc,one.partial lsl
436,one,14.29,0.45 um filtered,partial lsl,pvc,one.partial lsl
443,one,44.15,0.45 um filtered,partial lsl,pvc,one.partial lsl
447,one,47.54,0.45 um filtered,partial lsl,pvc,one.partial lsl
450,one,54.94,0.45 um filtered,partial lsl,pvc,one.partial lsl
457,one,16.62,0.45 um filtered,partial lsl,pvc,one.partial lsl
461,one,48.71,0.45 um filtered,partial lsl,pvc,one.partial lsl
464,one,57.06,0.45 um filtered,partial lsl,pvc,one.partial lsl
468,one,56.78,0.45 um filtered,partial lsl,pvc,one.partial lsl
471,one,56.12,0.45 um filtered,partial lsl,pvc,one.partial lsl
478,one,48.42,0.45 um filtered,partial lsl,pvc,one.partial lsl
485,one,65.74,0.45 um filtered,partial lsl,pvc,one.partial lsl
492,one,58.09,0.45 um filtered,partial lsl,pvc,one.partial lsl
499,one,54.95,0.45 um filtered,partial lsl,pvc,one.partial lsl
506,one,63.98,0.45 um filtered,partial lsl,pvc,one.partial lsl
513,one,14.47,0.45 um filtered,partial lsl,pvc,one.partial lsl
520,one,50.81,0.45 um filtered,partial lsl,pvc,one.partial lsl
527,one,55.3,0.45 um filtered,partial lsl,pvc,one.partial lsl
534,one,46.05,0.45 um filtered,partial lsl,pvc,one.partial lsl
541,one,38.93,0.45 um filtered,partial lsl,pvc,one.partial lsl
548,one,56.93,0.45 um filtered,partial lsl,pvc,one.partial lsl
555,one,57.36,0.45 um filtered,partial lsl,pvc,one.partial lsl
562,one,46.7,0.45 um filtered,partial lsl,pvc,one.partial lsl
569,one,44.08,0.45 um filtered,partial lsl,pvc,one.partial lsl
576,one,40.17,0.45 um filtered,partial lsl,pvc,one.partial lsl
583,one,42.36,0.45 um filtered,partial lsl,pvc,one.partial lsl
590,one,40.62,0.45 um filtered,partial lsl,pvc,one.partial lsl
597,one,10.13,0.45 um filtered,partial lsl,pvc,one.partial lsl
604,one,7.265,0.45 um filtered,partial lsl,pvc,one.partial lsl
611,one,51.19,0.45 um filtered,partial lsl,pvc,one.partial lsl
618,one,23.06,0.45 um filtered,partial lsl,pvc,one.partial lsl
625,one,15.69,0.45 um filtered,partial lsl,pvc,one.partial lsl
632,one,37.34,0.45 um filtered,partial lsl,pvc,one.partial lsl
639,one,35.76,0.45 um filtered,partial lsl,pvc,one.partial lsl
646,one,41.03,0.45 um filtered,partial lsl,pvc,one.partial lsl
1,one,63.43,total,partial lsl,pvc,one.partial lsl
5,one,69.1,total,partial lsl,pvc,one.partial lsl
8,one,57.38,total,partial lsl,pvc,one.partial lsl
12,one,115.3,total,partial lsl,pvc,one.partial lsl
15,one,56.37,total,partial lsl,pvc,one.partial lsl
19,one,37.53,total,partial lsl,pvc,one.partial lsl
