time_d,pipe,pb_ppb,fraction,pipe_config,main,lsl
426,two,43.39,0.45 um filtered,partial lsl,iron,two.partial lsl
429,two,42.95,0.45 um filtered,partial lsl,iron,two.partial lsl
433,two,66.27,0.45 um filtered,partial lsl,iron,two.partial lsl
436,two,45.59,0.45 um filtered,partial lsl,iron,two.partial lsl
443,two,58.96,0.45 um filtered,partial lsl,iron,two.partial lsl
447,two,55.12,0.45 um filtered,partial lsl,iron,two.partial lsl
450,two,40.02,0.45 um filtered,partial lsl,iron,two.partial lsl
457,two,77.06,0.45 um filtered,partial lsl,iron,two.partial lsl
461,two,403.5,0.45 um filtered,partial lsl,iron,two.partial lsl
478,two,66.87,0.45 um filtered,partial lsl,iron,two.partial lsl
485,two,46.98,0.45 um filtered,partial lsl,iron,two.partial lsl
492,two,76.82,0.45 um filtered,partial lsl,iron,two.partial lsl
499,two,24.24,0.45 um filtered,partial lsl,iron,two.partial lsl
506,two,64.05,0.45 um filtered,partial lsl,iron,two.partial lsl
513,two,35.77,0.45 um filtered,partial lsl,iron,two.partial lsl
520,two,90.07,0.45 um filtered,partial lsl,iron,two.partial lsl
527,two,71.09,0.45 um filtered,partial lsl,iron,two.partial lsl
534,two,86.82,0.45 um filtered,partial lsl,iron,two.partial lsl
541,two,68.02,0.45 um filtered,partial lsl,iron,two.partial lsl
548,two,63.25,0.45 um filtered,partial lsl,iron,two.partial lsl
555,two,58.82,0.45 um filtered,partial lsl,iron,two.partial lsl
562,two,89.41,0.45 um filtered,partial lsl,iron,two.partial lsl
569,two,39.43,0.45 um filtered,partial lsl,iron,two.partial lsl
576,two,236.2,0.45 um filtered,partial lsl,iron,two.partial lsl
583,two,137.3,0.45 um filtered,partial lsl,iron,two.partial lsl
590,two,77.1,0.45 um filtered,partial lsl,iron,two.partial lsl
597,two,49.95,0.45 um filtered,partial lsl,iron,two.partial lsl
604,two,56.48,0.45 um filtered,partial lsl,iron,two.partial lsl
611,two,38.63,0.45 um filtered,partial lsl,iron,two.partial lsl
618,two,34.26,0.45 um filtered,partial lsl,iron,two.partial lsl
625,two,35.09,0.45 um filtered,partial lsl,iron,two.partial lsl
632,two,57.06,0.45 um filtered,partial lsl,iron,two.partial lsl
639,two,31.12,0.45 um filtered,partial lsl,iron,two.partial lsl
646,two,32.41,0.45 um filtered,partial lsl,iron,two.partial lsl
1,two,200,total,partial lsl,iron,two.partial lsl
5,two,207.9,total,partial lsl,iron,two.partial lsl
8,two,196.8,total,partial lsl,iron,two.partial lsl
12,two,255.3,total,partial lsl,iron,two.partial lsl
15,two,246.1,total,partial lsl,iron,two.partial lsl
19,two,177,total,partial lsl,iron,two.partial lsl
22,two,171.3,total,partial lsl,iron,two.partial lsl
26,two,228.9,total,partial lsl,iron,two.partial lsl
29,two,176.1,total,partial lsl,iron,two.partial lsl
33,two,226.8,total,partial lsl,iron,two.partial lsl
36,two,122.8,total,partial lsl,iron,two.partial lsl
47,two,141.6,total,partial lsl,iron,two.partial lsl
50,two,126.9,total,partial lsl,iron,two.partial lsl
54,two,128.4,total,partial lsl,iron,two.partial lsl
57,two,164,total,partial lsl,iron,two.partial lsl
61,two,201.5,total,partial lsl,iron,two.partial lsl
64,two,213.1,total,partial lsl,iron,two.partial lsl
68,two,198.6,total,partial lsl,iron,two.partial lsl
71,two,194,total,partial lsl,iron,two.partial lsl
78,two,117.3,total,partial lsl,iron,two.partial lsl
82,two,157.3,total,partial lsl,iron,two.partial lsl
85,two,315.2,total,partial lsl,iron,two.partial lsl
89,two,163.8,total,partial lsl,iron,two.partial lsl
92,two,208.9,total,partial lsl,iron,two.partial lsl
99,two,258.9,total,partial lsl,iron,two.partial lsl
103,two,186.1,total,partial lsl,iron,two.partial lsl
106,two,246.9,total,partial lsl,iron,two.partial lsl
110,two,167.6,total,partial lsl,iron,two.partial lsl
113,two,228.9,total,partial lsl,iron,two.partial lsl
117,two,260.1,total,partial lsl,iron,two.partial lsl
120,two,181.7,total,partial lsl,iron,two.partial lsl
127,two,286.5,total,partial lsl,iron,two.partial lsl
131,two,276.6,total,partial lsl,iron,two.partial lsl
134,two,375.3,total,partial lsl,iron,two.partial lsl
138,two,218.2,total,partial lsl,iron,two.partial lsl
141,two,201,total,partial lsl,iron,two.partial lsl
145,two,144.5,total,partial lsl,iron,two.partial lsl
148,two,196.9,total,partial lsl,iron,two.partial lsl
152,two,175.2,total,partial lsl,iron,two.partial lsl
155,two,191.2,total,partial lsl,iron,two.partial lsl
162,two,229,total,partial lsl,iron,two.partial lsl
166,two,229.1,total,partial lsl,iron,two.partial lsl
169,two,287.3,total,partial lsl,iron,two.partial lsl
173,two,327.4,total,partial lsl,iron,two.partial lsl
176,two,169.4,total,partial lsl,iron,two.partial lsl
180,two,132.5,total,partial lsl,iron,two.partial lsl
187,two,120.8,total,partial lsl,iron,two.partial lsl
190,two,427.4,total,partial lsl,iron,two.partial lsl
194,two,318.3,total,partial lsl,iron,two.partial lsl
197,two,162.6,total,partial lsl,iron,two.partial lsl
201,two,151.2,total,partial lsl,iron,two.partial lsl
204,two,147.9,total,partial lsl,iron,two.partial lsl
222,two,167.8,total,partial lsl,iron,two.partial lsl
225,two,70.13,total,partial lsl,iron,two.partial lsl
229,two,115.3,total,partial lsl,iron,two.partial lsl
232,two,193.7,total,partial lsl,iron,two.partial lsl
236,two,180.3,total,partial lsl,iron,two.partial lsl
239,two,90.65,total,partial lsl,iron,two.partial lsl
243,two,160.9,total,partial lsl,iron,two.partial lsl
246,two,254.7,total,partial lsl,iron,two.partial lsl
250,two,284.7,total,partial lsl,iron,two.partial lsl
253,two,89.14,total,partial lsl,iron,two.partial lsl
257,two,250.2,total,partial lsl,iron,two.partial lsl
260,two,159.1,total,partial lsl,iron,two.partial lsl
264,two,100.6,total,partial lsl,iron,two.partial lsl
267,two,69.15,total,partial lsl,iron,two.partial lsl
274,two,181.3,total,partial lsl,iron,two.partial lsl
281,two,149.4,total,partial lsl,iron,two.partial lsl
285,two,186.6,total,partial lsl,iron,two.partial lsl
288,two,140.6,total,partial lsl,iron,two.partial lsl
292,two,125.1,total,partial lsl,iron,two.partial lsl
295,two,177.7,total,partial lsl,iron,two.partial lsl
299,two,170.6,total,partial lsl,iron,two.partial lsl
302,two,120.2,total,partial lsl,iron,two.partial lsl
306,two,43.93,total,partial lsl,iron,two.partial lsl
309,two,326.7,total,partial lsl,iron,two.partial lsl
313,two,389.3,total,partial lsl,iron,two.partial lsl
317,two,158.5,total,partial lsl,iron,two.partial lsl
321,two,150.9,total,partial lsl,iron,two.partial lsl
324,two,91.11,total,partial lsl,iron,two.partial lsl
328,two,88.89,total,partial lsl,iron,two.partial lsl
331,two,87.21,total,partial lsl,iron,two.partial lsl
335,two,67.11,total,partial lsl,iron,two.partial lsl
338,two,51.88,total,partial lsl,iron,two.partial lsl
342,two,72.01,total,partial lsl,iron,two.partial lsl
345,two,88.95,total,partial lsl,iron,two.partial lsl
349,two,75.53,total,partial lsl,iron,two.partial lsl
352,two,215.2,total,partial lsl,iron,two.partial lsl
356,two,257,total,partial lsl,iron,two.partial lsl
359,two,244.6,total,partial lsl,iron,two.partial lsl
363,two,71.72,total,partial lsl,iron,two.partial lsl
366,two,67.35,total,partial lsl,iron,two.partial lsl
370,two,47.13,total,partial lsl,iron,two.partial lsl
373,two,67.57,total,partial lsl,iron,two.partial lsl
377,two,48.49,total,partial lsl,iron,two.partial lsl
380,two,57.83,total,partial lsl,iron,two.partial lsl
384,two,47.85,total,partial lsl,iron,two.partial lsl
387,two,40.87,total,partial lsl,iron,two.partial lsl
391,two,60.44,total,partial lsl,iron,two.partial lsl
394,two,46.3,total,partial lsl,iron,two.partial lsl
398,two,41.46,total,partial lsl,iron,two.partial lsl
401,two,48.32,total,partial lsl,iron,two.partial lsl
408,two,43.48,total,partial lsl,iron,two.partial lsl
412,two,46.59,total,partial lsl,iron,two.partial lsl
426,two,46.59,total,partial lsl,iron,two.partial lsl
429,two,54.1,total,partial lsl,iron,two.partial lsl
433,two,91.87,total,partial lsl,iron,two.partial lsl
436,two,60.11,total,partial lsl,iron,two.partial lsl
443,two,87.8,total,partial lsl,iron,two.partial lsl
447,two,70.19,total,partial lsl,iron,two.partial lsl
450,two,49.93,total,partial lsl,iron,two.partial lsl
457,two,106.9,total,partial lsl,iron,two.partial lsl
461,two,512.5,total,partial lsl,iron,two.partial lsl
478,two,107.1,total,partial lsl,iron,two.partial lsl
485,two,70.34,total,partial lsl,iron,two.partial lsl
