# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/armodel_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,ar.1,sigma,b_Intercept
-178.581,0.564389,1.15566,1,3,0,181.419,-0.574856,0.828929,1.14156,-0.574856
-178.957,0.938525,0.741234,2,3,0,180.109,-0.458741,0.818504,1.17326,-0.458741
-178.453,1,0.970693,2,3,0,179.13,-0.40315,0.826748,1.16222,-0.40315
-178.789,0.578917,1.42428,2,3,0,179.495,-0.619388,0.920088,1.03612,-0.619388
-177.172,1,0.94342,2,3,0,179.144,0.0933597,0.803519,1.04598,0.0933597
-177.172,0.0453319,1.37976,2,3,0,178.268,0.0933597,0.803519,1.04598,0.0933597
-177.473,0.976311,0.339186,3,15,0,180.194,-0.301934,0.79265,0.988933,-0.301934
-176.844,0.998936,0.475227,3,7,0,178.017,-0.435874,0.849233,1.05229,-0.435874
-180.295,0.702899,0.692262,2,3,0,181.351,-0.280644,0.823603,1.23965,-0.280644
-177.976,1,0.582873,3,7,0,180.875,0.129367,0.830433,0.930342,0.129367
-177.692,0.626522,0.847285,3,7,0,182.497,-0.398384,0.880278,0.955281,-0.398384
-177.606,0.982114,0.62088,3,7,0,179.209,0.180958,0.810482,0.981439,0.180958
-177.375,0.997708,0.43535,3,7,0,178.581,0.111186,0.874576,0.950013,0.111186
-177.375,3.77724e-99,6.23669,1,3,1,178.5,0.111186,0.874576,0.950013,0.111186
-177.802,0.978829,1.05271,2,3,0,177.972,-0.429979,0.819362,1.11976,-0.429979
-176.792,0.808806,1.40858,2,3,0,177.962,0.220616,0.873746,1.01701,0.220616
-176.792,1.2403e-10,1.33142,1,1,0,181.94,0.220616,0.873746,1.01701,0.220616
-179.376,0.992829,0.116435,5,31,0,180.906,-0.400853,0.75935,1.13103,-0.400853
-178.325,0.995632,0.190574,4,15,0,181.344,0.125072,0.774779,1.06768,0.125072
-177.21,0.993707,0.332646,3,15,0,181.173,0.35984,0.879425,1.01999,0.35984
-179.598,0.765237,0.596462,2,3,0,181.123,0.474756,0.908966,0.932209,0.474756
-178.704,0.994635,0.529337,3,7,0,180.798,0.612676,0.88795,1.11577,0.612676
-180.021,0.653212,0.976712,2,7,0,182.718,-0.44638,0.831164,0.884812,-0.44638
-178.033,1,0.615374,2,7,0,180.324,0.203895,0.8448,1.14684,0.203895
-177.248,0.862719,1.16207,2,3,0,179.12,-0.397252,0.803135,1.03128,-0.397252
-179.468,0.316785,1.42288,1,1,0,180.08,-0.782095,0.807084,1.07832,-0.782095
-178.942,0.99895,0.317312,3,7,0,179.896,-0.732858,0.817523,1.09347,-0.732858
-177.959,0.980281,0.597542,3,7,0,180.007,0.536211,0.893503,1.01924,0.536211
-180.736,0.591024,1.055,3,7,0,181.389,0.541786,0.812973,0.94943,0.541786
